sqlmate|sqlmate|information_gathering,vulnerability_scanner,web_hacking|https://github.com/s0md3v/sqlmate.git|git|python,git
sqlscan|sqlscan|information_gathering,vulnerability_scanner,web_hacking|https://github.com/Cvar1984/sqlscan.git|git|php,git
sslcaudit|sslcaudit|information_gathering|https://github.com/abbbe/sslcaudit.git|git|clang,gcc,git
sslsplit|sslsplit|information_gathering|https://github.com/droe/sslsplit.git|git|clang,gcc,git
sslstrip|sslstrip|information_gathering,sniffing_spoofing|https://github.com/moxie0/sslstrip.git|git|python,git
sslyze|sslyze|information_gathering|https://github.com/iSECPartners/sslyze.git|git|python,git
subscraper|subscraper|null|https://github.com/m8r0wn/subscraper.git|git|python,git
termineter|termineter|stress_testing|https://github.com/securestate/termineter.git|git|python,git
termux-fedora|termux-fedora|termux_os|https://github.com/nmilosev/termux-fedora.git|git|proot,git
termux-lazysqlmap|termux-lazysqlmap|null|https://github.com/verluchie/termux-lazysqlmap.git|git|git
termux-ubuntu|termux-ubuntu|termux_os|https://github.com/Neo-Oli/termux-ubuntu.git|git|proot,git
thc-ipv6|thc-ipv6|information_gathering,vulnerability_scanner,exploitation_tools|https://github.com/vanhauser-thc/thc-ipv6.git|git|clang,gcc,git
the-backdoor-factory|the-backdoor-factory|exploitation_tools|https://github.com/secretsquirrel/the-backdoor-factory.git|git|python,git
theHarvester|theHarvester|information_gathering|https://github.com/laramies/theHarvester.git|git|python,git
toilet|toilet|package|null|package_manager|null
torghost|torghost|null|https://github.com/susmithHCK/torghost.git|git|python,git
torshammer|torshammer|stress_testing|https://github.com/dotfighter/torshammer.git|git|python,git
tor|tor|package|null|package_manager|null
trackout|trackout|information_gathering,ip_tracking|https://github.com/abaykan/trackout.git|git|python,git
trape|trape|ip_tracking|https://github.com/boxug/trape.git|git|python,git
trojanizer|trojanizer|null|https://github.com/r00t-3xp10it/trojanizer.git|git|git
txtool|txtool|exploitation_tools|https://github.com/kuburan/txtool.git|git|python,git
uidsploit|uidsploit|null|https://github.com/siruidops/uidsploit.git|git|git
volatility|volatility|forensics_tools|https://github.com/volatilityfoundation/volatility.git|git|python,git
w3af|w3af|web_hacking|https://github.com/andresriancho/w3af.git|git|python,git
w3m|w3m|package|null|package_manager|null
wafw00f|wafw00f|null|https://github.com/EnableSecurity/wafw00f.git|git|python,git
webdav|webdav|web_hacking|https://github.com/hacdias/webdav.git|git|golang,git
webpwn3r|webpwn3r|null|https://github.com/zigoo0/webpwn3r.git|git|python,git
websploit|websploit|web_hacking,exploitation_tools|https://github.com/websploit/websploit.git|git|python,git
weeman|weeman|null|https://github.com/evait-security/weeman.git|git|python,git
weevely3|weevely3|null|https://github.com/epinna/weevely3.git|git|python,git
wfdroid-termux|wfdroid-termux|null|https://github.com/bytezcrew/wfdroid-termux.git|git|git
wfuzz|wfuzz|web_hacking|https://github.com/xmendez/wfuzz.git|git|python,git
wget|wget|package|null|package_manager|null
wifi-hacker|wifi-hacker|wireless_testing|https://github.com/esc0rtd3w/wifi-hacker.git|git|git
WifiGod|WifiGod|wireless_testing|https://github.com/waseem-sajjad/WifiGod.git|git|python,git
wifiphisher|wifiphisher|wireless_testing|https://github.com/wifiphisher/wifiphisher.git|git|python,git
wifitap|wifitap|wireless_testing|https://github.com/GDSSecurity/wifitap.git|git|python,git
wifite2|wifite2|wireless_testing|https://github.com/derv82/wifite2.git|git|python,git
wifite|wifite|wireless_testing|https://github.com/derv82/wifite.git|git|python,git
wifresti|wifresti|wireless_testing|https://github.com/LionSec/wifresti.git|git|python,git
wirespy|wirespy|wireless_testing|https://github.com/AresS31/wirespy.git|git|git
wpscan|wpscan|information_gathering,vulnerability_scanner,web_hacking|https://github.com/wpscanteam/wpscan.git|git|ruby,git
wreckuests|wreckuests|null|https://github.com/JamesJGoodwin/wreckuests.git|git|python,git
xerosploit|xerosploit|exploitation_tools|https://github.com/LionSec/xerosploit.git|git|python,git
xplico|xplico|forensics_tools|https://gitlab.com/kalilinux/packages/xplico.git|git|clang,gcc,php,git
xspy|xspy|sniffing_spoofing|https://github.com/mnp/xspy.git|git|clang,gcc,git
xsser|xsser|web_hacking|https://github.com/epsylon/xsser.git|git|python,git
yersinia|yersinia|vulnerability_scanner,exploitation_tools|https://github.com/tomac/yersinia.git|git|clang,gcc,git
zambie|zambie|null|https://github.com/zanyarjamal/zambie.git|git|python,git
zaproxy|zaproxy|web_hacking|https://github.com/zaproxy/zaproxy.git|git|python,php,git
zarp|zarp|null|https://github.com/hatRiot/zarp.git|git|python,git
zip|zip|package|null|package_manager|null
zirikatu|zirikatu|null|https://github.com/pasahitz/zirikatu.git|git|git
